sentence_column_name|tag_column_name
Företaget sa att det observerade en nuvarande stabilisering av priserna och att det finns potential för högre priser för leveranser under första kvartalet X.|2
Bolaget har som mål att bibehålla denna lönsamhetstrend under innevarande år.|2
De outsourcade Scan and Capture-lösningarna överför pappersfakturor till elektroniskt format, och Basware Business Transactions Service låter kunden ta emot och skicka fakturor i elektroniskt format.|1
POYRY PLC Bolagsmeddelande X december X kl. X.X Enligt Poyry PLC:s optionsprogram X har X X nya aktier i bolaget tecknats sedan den X oktober X med optionsrätter XB.|1
Företaget sa också att det skulle sänka priset på utvecklingsprojekt med cirka en tredjedel jämfört med i november förra året.|1
Inom området Homeware tillhandahåller Fiskars ledande märkesvaror för hem, kök och inredning.|2
Projektets omfattning är att hitta den mest kostnadseffektiva metoden för fosforavskiljning och att leverera den lagrings- och doseringsutrustning som kan användas i kontinuerlig drift vid anläggningarna.|1
Den finska leverantören av bredbandsdatakommunikationssystem Teleste Oyj HEL : TLTXV sa i går att de återgick till en nettovinst på X,X miljoner EUR X,X miljoner för de första nio månaderna X jämfört med en nettoförlust på X X EUR för samma period X .|2
BioTie nordamerikanska licenspartner Somaxon Pharmaceuticals startade en klinisk fas II-III studie på patienter som lider av patologiskt spelande och en pilotfas II studie i att sluta röka med nikotinberoende.|1
Förändringen i verkligt värde av förvaltningsfastigheter var X,X miljoner euro , jämfört med X,X miljoner euro tredje kvartalet X .|0
Vi vill betjäna K-citymarkets kunder genom att erbjuda dem intressanta och aktuella urval.|1
Det uppskattade värdet av kontraktet är X,X miljoner euro. Vaisala, med huvudkontor i Helsingfors i Finland, utvecklar och tillverkar elektroniska mätsystem för meteorologi, miljövetenskap, trafik och industri.|1
Glaston, med huvudkontor i Tammerfors, Finland, är ett växande, internationellt glasteknikföretag.|2
I januari ökade trafiken, mätt i intäkter passagerarkilometer RPK, med X,X % och kapaciteten, mätt i tillgängliga sittkilometer ASK, ökade med X,X %.|2
Nettovinsten under samma period X var X,X miljoner euro.|1
Allt beror på finansiering.|1
De nya SEPA-korten kommer att ersätta finländska bankkort.|1
EBRD använder sina egna medel för att ge ett A-lån på X,X miljoner euro medan B-delen på X miljoner euro har syndikerats till två finska affärsbanker, Nordea Bank Finland Abp X,X miljoner euro och Pohjola Bank Abp X,X miljoner euro.|1
Efter transaktionen omstrukturerade Tulikivi sin verksamhet till affärsenheterna Soapstone Fireplaces, Natural Stone Product Business och Ceramic Products.|1
Pandemic ger en oväntad ökning av Storbritanniens produktivitetsutsikter|2
Servern ansvarar för att hantera enheter och användarkonton och en klientapplikation för skrivbordet möjliggör fjärråtkomst till mobiltelefonerna.|1
CDLI lyfter fram de företag som gav det mest omfattande svaret på informationsförfrågan om Carbon Disclosure Project CDP.|2
Finska Neste Oil som tidigare fanns med på listan har fallit av listan totalt.|1
Jens Schulte-Bockum, Vodafones globala chef för terminaler, sa att företaget förväntar sig att sälja en till två miljoner av Vodafone X- och X-modellerna under det första lanseringsåret, och potentiellt tiotals miljoner under enhetens livstid.|2
För räkenskapsåret som slutade den X september X var intäkterna från dessa kunder X,X miljoner USD eller cirka X,X % av transportgruppens intäkter.|1
Registrering krävs.|1
I slutet av X kommer antalet försäljningsställen att öka till X-X stycken.|2
Efter transaktionen blir Danske Bank en jämställd aktör med den nordiska bankkoncernen Nordea i Norden.|1
Finska eldstadstillverkaren Tulikivi Oyj sade den X augusti X att dess lokala dotterbolag för kakelugnar och keramik Kermansavi Oy kommer att gå samman med Tulikivi genom absorption för att effektivisera den senaste företagsstrukturen.|1
Omsättningen X var cirka X,X miljarder euro, varav den internationella verksamheten svarade för ungefär en fjärdedel.|1
Incap Contract Manufacturing är ett dotterbolag till Incap Corporation i Finland.|1
Istället har Elcoteq tecknat en icke-bindande avsiktsförklaring med en annan asiatisk strategisk investerare.|2
Omsättningen för det finska livsmedelsindustriföretaget L+Ænnen Tehtaats fortsatta verksamhet ökade med X % X till X,X miljoner euro från X,X miljoner euro X.|2
Vacon tillkännagav nyligen planer på att bygga sitt nordamerikanska huvudkontor på Business Park X i Chambersburg.|1
Finska M-reals Kyro-bruk inleder förhandlingar om att minska personalen.|0
Koncernens affärsområden är Byggnadskonstruktion, Infrastrukturkonstruktion, Tekniska Byggtjänster och Byggprodukter.|1
Enligt villkoren i detta avtal har Lextel Group åtagit sig en öppningsorder på X,X miljoner euro för Benefons mobila enheter som ska sammärkas med Capitel för den kinesiska marknaden.|1
HELSINGFORS , Finland , X september X ( GLOBE NEWSWIRE ) -- Ixonos Plc utökar företagets FoU-tjänster för smartphones och etablerar en ny nästa generations smarttelefondesignenhet i samband med Ixonos webbplats i Jyväskylä.|2
Rörelsevinstmarginalen var X,X %, jämfört med X,X % ett år tidigare.|0
Microsoft köper artificiell intelligens-företaget Nuance för X,X miljarder USD|1
Till exempel ökade nettoomsättningen med X,X % från första kvartalet och EBITDA ökade från negativa X,X miljoner EUR under första kvartalet X.|2
Elcoteqs globala tjänsteerbjudande täcker hela livscykeln för produkter, från produktutveckling till eftermarknadstjänster.|1
Rohwedder Group är en leverantör av biltillbehör, telekommunikation och elektronikindustrin för kunder i Europa, Nordamerika och Asien.|1
Arbetslösheten i Storbritannien faller igen under regeringens jobbskydd|2
Finska Suominen Corporation som tillverkar våtservetter, nonwovens och flexibla förpackningar har en fabrik nära Warszawa i Polen som tillverkar flexibla förpackningar.|1
De är också upprörda över att en del av maskineriet och arbetet förs över till Polen.|0
Det totala antalet aktier i bolaget blir X X X Innofactor-gruppen Innofactor erbjuder sina kunder heltäckande lösningar i Microsoft-miljön.|1
Billigare elbilsbatterier utgör avfallsrisk, varnar leverantören.|0
Finska Suominen Flexible Packaging lägger ner X jobb i sin enhet i Tammerfors och två i Nastola i Finland.|0
FinancialWire tm är inte en pressmeddelandetjänst och får ingen ersättning för sina nyheter, åsikter eller distributioner.|1
under första kvartalet X X maj X - Den finska elkomponenttillverkaren Salcomp Oy ( HEL : SALXV ) sa idag att det vände till en nettovinst på X,X miljoner euro under första kvartalet X jämfört med en förlust på X miljoner euro under motsvarande period förra året .|2
Cargotecs försäljning uppgick till X,X miljarder euro X och har cirka X X anställda.|1
Under första halvåret X sjönk bankens rörelsevinst till X,X miljoner euro från X,X miljoner euro, medan räntenettot ökade till X,X miljoner euro från X,X miljoner euro första halvåret X.|0
Pappersföretagen var i negativa territorier, med Stora Enso R som tappade X,X procent till X,X euro, UPM-Kymmene minskade med X,X procent till X,X euro och M-real B X,X procent lägre till X,X euro.|0
I de baltiska länderna minskade försäljningen med X,X %.|0
Proline Plus finns tillgänglig i både justerbara enkel- och flerkanalsmodeller och enkanalsmodeller med fast volym, i volymintervall från X,X mikroliter till X ml.|1
ABN Amro Capital har gått med på att sälja sin Helsingfors-baserade tillverkare av designade hemartiklar, Iittala Oyj, till konsumentproduktgruppen Fiskars Corp., för X miljoner euro till X miljoner euro (X miljoner till X miljoner dollar).|1
Företagets mål är att erbjuda den bästa upplevelsen av människors flöde genom att utveckla och leverera lösningar som gör det möjligt för människor att röra sig smidigt, säkert, bekvämt och utan att vänta i byggnader i en alltmer urbaniserande miljö.|1
Kapitalförvaltning och investeringsrådgivning är bolagets enda verksamhetsområde.|1
Merparten av nettoomsättningsökningen berodde på förvärvet av svenska Silva som tillverkar trädgårdsredskap och båtar.|2
Bruket har långa traditioner och har en etablerad position på marknaden.|2
Nordeas styrelseordförande Hans Dalborg har meddelat valberedningen att han inte kommer att vara aktuell för omval vid årsstämman X .|1
(ADP News) - X september X - Den finska utvecklaren av mjukvarulösningar för säkerhet och sekretess, Stonesoft Oyj, sa idag att de vann en order på X,X miljoner USD (X,X miljoner EUR) för att leverera sina StoneGate-nätsäkerhetsprodukter till en icke namngiven rysk tee|2
Starkast tillväxt sågs på de nya marknaderna i Ryssland, Tjeckien och Slovakien.|2
SAMPO PLC Jarmo Salonen Chef för Investor Relations och koncernkommunikation tel. +X X X X Distribution: NASDAQ OMX Helsinki Finansinspektionen för media www.sampo.com Detta meddelande distribueras av Thomson Reuters på uppdrag av Thomson Reuters kunder.|1
Den kommer att drivas av Nokia och stödjas av dess Nokia NetAct nätverk och tjänstehanteringssystem.|1
Rörelseförlusten uppgick till X,X miljoner euro, jämfört med en förlust på X,X miljoner euro under motsvarande period X-X.|0
Putin kommer att &quot;bedöma&quot; Biden under mötet|1
Ryssland är redo att delta i ett öppet anbud för Lattelecoms privatisering.|1
Kontraktet inkluderar mjukvarulicenser, applikationsunderhåll och utbildning.|1
Den litauiska ölmarknaden uppgick till X,X miljoner liter i januari, en ökning med X,X procent från samma siffra året innan, rapporterar Lithuanian Brewers&#X; Association med hänvisning till resultaten från sina medlemmar.|2
All reproduktion för vidare distribution är förbjuden.|1
Byråns tjänster inkluderar kopiering, utskrift, CAD-modellering, digitaltryck, scanning, SokoPro projektbank och budtjänster.|1
Eriikka S+¦derstr+¦m har tidigare haft flera befattningar inom ekonomi och kontroll på Nokia Networks, inklusive agerande som Business Group Controller och som corporate controller-position på Nokia Siemens Networks.|1
Förvärvet förväntas ske i slutet av augusti X .|1
Företagets fabrik i Ryssland kommer att fortsätta att tillverka däck för sina närliggande marknader, medan fabriken i Nokia i Finland kommer att tillverka däck för andra marknader.|1
I slutändan vill Sanoma News säkra sin grund med besparingarna.|1
Resultatet före skatt var en förlust på X,X miljoner euro.|1
Tävlingen togs emot med stor entusiasm av medarbetarna, fortsätter han.|2
Testerna, utförda vid Nokia Siemens LTE-kompetenscentrum i Esbo, Finland, följer företagets produktionsstart av LTE-färdiga Flexi Multiradio Base Stations för X MHz-bandet i april X, och kompletterar tidigare tester med Nokia på X MHz- och X MHz-banden.|1
Indien har registrerat X X nya fall av covid-X under de senaste X timmarna.|0
StoneGate UTM - lösningen erbjuder skydd mot inkommande och utgående attacker .|2
&quot; Varje partner kommer att få köpa en mängd el som motsvarar deras andel i konsortiet , till produktionskostnad &quot; , stod det i en avsiktsförklaring .|1
I det nybildade bolaget YIT Stavo kommer Euro Stavokonsults lokala kontaktnät, expertis och marknadskunskap att kombineras med YIT:s bostadskoncept, säger Juha Kostiainen, Yits Vice President, Corporate Communications and Business Development.|2
ÖVRIGT Nordrhein-Westfalen - Kommer att utfärda ett benchmark, X-årigt avtal med fast ränta i euro.|1
Prisprat är i området Euribor plus X bps och den enda ledningen är Citigroup.|1
Den levereras komplett med ett LCD-pekskärmssystem för val av din valda funktion och priserna börjar på runt X X pund.|1
Den enda mörka fläcken vid horisonten var dock företagets prestation på den finska marknaden för buteljerat vatten.|0
Marimekko har idag (X november) tecknat ett licensavtal med den svenska kedjan, där Marimekko kommer att licensiera några av sina populära mönster från X-, X- och X-talen till H&amp;M.|2
Unilevers Turun Sinappi som tillverkas i Sverige har X % av marknaden.|1
Detta nya partnerskapsavtal representerar en viktig milstolpe för båda parter.|2
Tillväxten var starkast i F-Secures operatörs ISP:er, mobiloperatörer och kabeloperatörer.|2
rapporterar X nya fall av covid-X jämfört med X en dag tidigare.|0
OM MIDNIGHTTRADER: MidnightTrader är den främsta källan till analys, nyheter och prognoser för amerikanska aktiehandel med utökade timmar för detaljhandeln och institutionella investeringar.|1
Ordern inkluderar även uppstarts- och driftsättningstjänster.|1
Mformation ger förbättrad hantering av dessa applikationer genom att möjliggöra konfiguration och kontroll under hela deras livscykel.|1
Antalet tidnings - och tidningsläsare var oförändrat .|1
Efter registreringen är antalet emitterade och utestående aktier i Basware X X X .|1
Den mobila värdterminalen styr informationsflödet mellan sig själv, de deltagande terminalerna och valfritt med nätverksservrar som kan hjälpa den värdmobila terminalen.|1
Inget pris gavs för transaktionen, som slår samman två London-företag som har arbetat tillsammans i ett antal projekt inklusive leverans av tidtabeller för Storbritanniens National Express East Coast järnvägsnät.|1
Den finska täljstensbearbetnings- och eldstädstillverkaren Tulikivi Oyj sa den X februari X att de kommer att minska färre än X jobb från sin eldstadsförsäljningsorganisation, produktionsanläggningar och dotterbolaget Kermansavi Oy.|0
Glastons egen glasbearbetningsenhet, Tamglass Glass Processing, är en tillverkare av högkvalitativa säkerhetsglasprodukter verksam i Finland.|1
Även Ruukki Construction, Rautaruukkis byggdivision, inleder förhandlingar mellan arbetsgivare och anställda på sina anläggningar i Alaj+Ærvi, Vimpeli och Per+Æsein+Æjoki i Finland.|1
Kontorsutrymmet kommer att resa sig över den ombyggda tunnelbanestationen Cannon Street.|1
Tack vare min Nokia och Lulu är jag nu stolt över att bli publicerad. Hans roman finns här.|1
Ökningen av antalet aktier baseras på de optionsrätter som tilldelades bolagets ledning enligt optionsprogrammet X .|1
Världens chipstillverkningsfabrik kämpar mot Covid och klimatkrisen.|0
Uponor gjorde en rörelsevinst på X,X miljoner euro, upp från X,X miljoner euro, vilket gjorde X till ett rekordår.|2
Cencorp, med huvudkontor i Virkkala, Finland, utvecklar och levererar automationslösningar till elektronik- och halvledarindustrin som ökar produktiviteten.|1
Företagets tidigare uppskattning var en lägre omsättning än för ett år sedan X,X miljoner euro.|0
Progress Group, QPR:s representant i Saudiarabien och Nordafrika, har undertecknat ett ramavtal för en långsiktig strategisk relation med ISE.|2
Chief Financial Officer Jim Heindlmeyer sa att Beyond Oblivion är i avancerade samtal med de fyra stora skivbolagen om sin tjänst.|1
ADP News - X januari X - Den finska tillverkaren av industri- och miljömätutrustning Vaisala Oyj OMX: VAIAS sa i går att de kommer att utveckla en operativ referensradiosonde för observationer av klimatförändringar.|1
Papperstillverkaren Stora Enso Oyj sa på fredagen att den har friats från anklagelserna om att de deltagit i en konspiration för att fastställa papperspriser i USA.|2
Aviation Systems Maintenance är baserat i Kansas och genererade en nettoomsättning på X,X miljoner USD för X.|1
Kontraktsvärdet uppgår till cirka X miljoner euro , tillade företaget .|1
Philips var inte tillgänglig för att kommentera rapporten.|1
Poyry är ett globalt konsult- och ingenjörsföretag med fokus på energi-, skogsindustrin och infrastruktur- och miljösektorerna.|1
Publicerad av Globes online , Israel business news - www.globes-online.com - den X november X -_ Upphovsrätt för Globes Publisher Itonut X Ltd. X|1
Den finska tillverkaren av frekvensomriktare Vacon förvärvar frekvensomriktarverksamheten från TB Wood&#X;s, en del av den amerikanska koncernen Altra Holdings.|1
OP-Pohjola-gruppens kapitaltäckningsgrad enligt kreditinstitutslagen var X,X % och primärkapitalrelationen X,X %.|1
Arbetslösheten i Hongkong stiger till den högsta sedan mars X.|0
På grund av den snabba expansionen uppgick Tallinks marknadsandel i fråga om passagerartransporter genom Tallinna Sadams hamn till X procent i november mot X,X procent i november X.|2
Enligt meddelandet från Helsingfors Börs ska Senteras aktie avnoteras från Helsingfors Börs NM-lista i enlighet med detta.|1
Vinsten per aktie för kvartalet var också högre jämfört med föregående år, X,X euro mot X,X , och över marknadens förväntningar på X,X euro.|2
Market making i enlighet med avtalet kommer att påbörjas den X september X .|1
Vi vet att det finns några av våra egna människor där ute. &#X;&#X;|1
Bilproduktionen i Storbritannien slog till när halvledarbristen fortsätter att plåga bilsektorn.|0
Bolagets orderbok uppgick till X,X miljarder euro X,X miljarder dollar den X september X, en ökning med X,X procent jämfört med året innan, med internationella order på X miljoner euro X,X miljoner dollar.|2
Hotellbranschen kämpar med &quot;arbetskris&quot;.|0
Han svarar på frågor om hur många besökare Conversations får, hur stort teamet är och vilka problem som är när man sätter upp sociala mediekanaler.|1
VNH genererar en årlig nettoomsättning på cirka X miljoner euro och sysselsätter X personer.|1
Fiskars, världens X Scissors Brand TM, vann nyligen Learning-‹ Magazines X Teachers&#X; Choice Award för klassrummet.|2
Dagens marknad: Vad investerare är mest angelägna om|1
Toshiba att köpa tillbaka X% av aktierna, betala särskild utdelning|1
( Förvärvssumman har inte offentliggjorts . )|1
fi utvecklar samarbetet inom sökordsannonsering med Microsoft.|2
Paychex har mer än X kontor som betjänar cirka X X lönekunder i hela landet den X maj X.|1
Hittills har företaget delat ut verktyg och material till ett värde av mer än X X USD.|1
Deras namn har ännu inte offentliggjorts.|1
Simdax kommer dock att förbli tillgänglig på de marknader där det redan har godkänts eftersom det har marknadsföringstillstånd eller lämnat in ansökningar i mer än X länder, tillade Orion.|2
Enligt Schmardin kommer Nordea med största sannolikhet att försöka vinna kunder från andra pensionsfonder.|2
Ahlstrom Abp BÖRSMEDDELANDE X.X.X Ahlstrom Abp kommer att publicera sitt finansiella resultat för första kvartalet X fredagen den X april X cirka kl. X.X finsk tid.|1
Vi är mycket nöjda med det fina samarbetet mellan de två länderna den senaste tiden, sa han.|2
Livsmedelsförsäljningen uppgick till X,X miljoner euro i oktober X, vilket motsvarar en minskning med X,X % från oktober X.|0
Med utgångspunkt från East Dillon Lions spelbok har vi skapat ett speciellt team av spelare i häftig stil, som boot-cut jeans, buktoppar och, naturligtvis, cowboyboots.|1
Exels styrelse kommer att föreslå en utdelning på X,X euro $ X,X per aktie för X vid årsstämman den X april X.|1
Prognosen för X är X,X % .|1
Rubriken för release daterad X mars X bör lyda: Acacia dotterbolag ingår förlikningsavtal för regelbaserad övervakningsteknik med F-Secure (ställt Acacia Technologies licenserar regelbaserad övervakningsteknik till F-Secure).|1
- Ger en sammanfattning av de medicinska utrustningspipelineprodukterna som företaget utvecklar.|1
Det avgörande är att beslutet att använda ETSI (European Telecommunication Standard Institute)-stödd DVB-H kompletterar den växande listan över operatörer och utrustningstillverkare som väljer standarden (se Global: X januari X: Competing Technologies Vie for Mobile TV).|1
Särskilt bostadsbyggandet har tagit fart på flera marknader.|2
Blyk lanseras först på den brittiska marknaden i mitten av X, med andra marknader att följa.|1
&quot;Den nya strukturen ger bättre kommunikation, snabbare beslutsfattande och kostnadsbesparingar&quot;, sa Proha.|2
Cooper SH, den brittiska distributören för hissutrustningstillverkaren Konecranes, vann det femåriga avtalet som innebär lågt underhåll och bränslebesparande teknik.|2
Förra året förvärvade företaget även Realprojekti Oy, ett fastighetsutvecklingsbolag, för att ge CapMan råd om dess fastighetsverksamhet.|1
Det finska byggföretaget YIT minskar antalet nystartade marknadsfinansierade bostäder X till cirka X X från tidigare aviserade X X .|0
Båda företagens solvenskapitalrelation var X,X gånger solvensgränsen.|1
Produktionskapaciteten kommer att öka från X X till X X ton per år och råvaran kommer även fortsättningsvis att vara återvunnet papper och kartong.|2
( ADP News ) - X nov X - Finska lasthanteringssystem- och tjänsteföretaget Cargotec Oyj ( OMX : CGCBV ) meddelade idag att det förvärvade X % av aktierna i de italienska serviceföretagen CVS Technoports Srl och CVS Service Srl från italienska handli|2
Förutom mjukvaruutveckling kommer den nya designenheten att tillhandahålla maskinteknik och elektronikdesign.|1
Aktierna i Royal och Sun Alliance fortsatte att falla tillbaka från en X-månaders högsta på Xp förra månaden, efter att en potentiell friare uteslöt sig från ett uppköpsbud.|0
Vi är mycket glada över att arbeta med Maxis på den här första kommersiella implementeringen av &quot; Master of Maya &quot; , säger Joe Doering , chef för regionen Asia South på Nokia Siemens Networks .|2
Den finska elkomponenttillverkaren Salcomp Oyj (HEL: SALXV) tillkännagav idag lanseringen av sin senaste Twist-laddarplattform.|1
Dessa osäkerheter grumlar de långsiktiga utsikterna. &#X;&#X;|0
Bolagsstämman godkände en utdelning på X,X euro per aktie, det vill säga totalt X,X miljoner euro.|1
Senare kommer cirka X finsktillverkade hus att byggas i området.|1
Elcoteq-gruppen meddelade nyligen att de tre sista månaderna föregående år innebar en stor förlust på mer än en halv miljard kroon (X miljoner euro) för femte kvartalet i rad.|0
Annons- och upplagaintäkterna ökade med X,X % respektive X,X %.|2
Panostaja behandlar sina förhandlingspartners, såsom entreprenörer som säljer sitt livsverk och nyanlända entreprenörer som söker en karriär, rättvist, rättvist och enligt lagen.|1
Minskningarna kommer att genomföras huvudsakligen under första halvåret X .|1
Den finska elektronikkontraktstillverkaren Incap Oyj sa den X januari X att de sålde sina tillverkningsanläggningar i Helsingfors till det lokala fastighetsbolaget Sponda Oyj för X,X miljoner euro (X,X miljoner USD).|1
Den totala utsläppsminskningen från X till X blir därmed X %.|1
Pappersindustrins avsvärtningsslam, som produceras i bruk som använder returfiber när tryckfärg tas bort från returpapper, är också en lämplig råvara.|1
Som en följd av detta hade företagsrådet dragit tillbaka sin framställning om att avbryta omorganisationen.|1
Expansionen syftar till att attrahera nya kunder både i Finland och utomlands.|2
Fortum har också en blockerande andel i Northwestern TGK-X.|1
Som ett resultat av detta har man inlett förhandlingar med bankerna om provisoriska ändringar avseende covenants och andra kreditvillkor.|1
Det maximala beloppet för kapitallånet kommer att vara X miljoner euro och minimiteckningen - X X euro.|1
Mäklaren lyfter fram Cargotec som sin favoritaktie i sektorn, eftersom det är ett rent spel på global last- och containerhantering, och den förväntar sig att den kommer att spela en aktiv roll i att ytterligare konsolidera branschen.|2
Hur Michigan studsar tillbaka efter ett tufft år|2
Kontraktet omfattar värmeverksutrustning och tillhörande installationsarbete.|1
Uponor har inlett åtgärder för att försöka få tillbaka kostnaden för utbytesprogrammet från leverantören av klämmorna samt dess försäkringsbolag.|1
Tietos tjänst används också för att skicka, bearbeta och ta emot material relaterat till frånvaronsröstning.|1
QPR X integrerade ledningssystem är det snabbaste, enklaste och mest effektiva sättet för organisationer över hela världen att ta kontroll över sina mänskligt centrerade affärsprocesser.|2
Vinsten per aktie var X,X euro, en ökning från X,X euro.|2
Cardona saktade ner sitt fordon, vände och återvände till korsningen, där hon ringde X.|1
Studien utvärderade säkerheten, tolerabiliteten och farmakokinetiken för upprepade doser av intravenöst administrerad antikropp hos X patienter med aktiv plackpsoriasis.|1
Kontraktets värde är X miljoner euro.|1
Herr Kivimeister sa att John Deer före detta Timberjack kommer att vinna i situationen: den kontrollerar cirka X % av Estlands skogsmaskinmarknad.|2
Detta uppdrag stärker Poyrys position som en internationell leverantör av ingenjörs- och projekttjänster till den kemiska processindustrin.|2
Arbetslösheten i Hongkong faller tredje månaden i rad till ett års lägsta|2
ALEXANDRIA, Va., X maj – Matti Harkonen och Pentti Sipponen, båda i Esbo, Finland, Osmo Suovaniemi i Helsingfors, Finland, och Tapani Tiusanen i Vanda, Finland, har utvecklat en papperswebpressanordning.|1
Verksamheten som ska avyttras genererar en konsoliderad omsättning på X miljoner euro årligen och har för närvarande cirka X anställda.|1
Lifetree grundades X och dess intäkter har ökat i genomsnitt med X % med marginaler i slutet av X-talet.|2
Onoterade British Biologicals tillverkar B- och D-proteiner och andra sjukdomsspecifika kosttillskott som täcker diabetes, hepatit, astma och andra kardiovaskulära åkommor.|1
Cramos chef Jarmo Laasanen sa att uthyrning av utrustning och maskiner i Litauen skiljer sig från de andra baltiska länderna genom att det i Litauen fortfarande byggs många offentliga strukturer som vägar, broar, flygplatser och butiker.|1
Kemiras FoU-organisation omfattar cirka X personer, sade företaget.|1
Proha Plc ( Euronext :X ) meddelade idag ( X maj ) att dess helägda dotterbolag , Safran Software Solutions AS , har gått med på att sälja sin X % andel av Safran North America LLC till en SNA Holding AS , en investeringsgrupp baserad i Norge . .|1
Quartal Oy äger nu X X X aktier i Satama Interactive Plc, vilket motsvarar X,X procent av aktiekapitalet och rösterna.|1
Enligt CapMan Plcs bolagsstyrning ska majoriteten av kommittéernas ledamöter vara oberoende av företaget.|1
Repeats ser X EBITA över X pct av försäljningen.|2
Som ett resultat av detta har företaget beslutat att genomföra tillfälliga permitteringar.|0
Skolor i England kämpar för att begränsa den växande Covid-varianten.|0
Ordern var värd X miljoner euro.|1
Aktierna ska återköpas genom offentlig handel, varför aktierna återköps på annat sätt än i proportion till aktieägarnas innehav.|1
` Genom att separera sidoverksamheter kommer vi att snabbare kunna expandera och utveckla Tapros detaljhandelsnätverk.|2
Biohit sa att man kommer att minska antalet inhyrda personal med X och säga upp X av sin egen personal.|0
Strategisk och operativ affärsinformation rapporteras objektivt.|1
Aspos starka företagsvarumärken - ESL Shipping, Leipurin, Telko och Kaukomarkkinat - har som mål att vara marknadsledande inom sina sektorer.|1
Sju månaders försäljning av Ragutis, som kontrolleras av det finska bryggeriet Olvi, minskade med X,X procent till X,X miljoner liter och företaget hade X,X procent av marknaden.|0
Kinas industriella vinsttillväxt avtar till följd av höga råvarupriser.|0
Divisionens försäljningsefterfrågan under halvåret förblev &quot; inkonsekvent &quot; , tillade den .|0
Rörelseförlusten uppgick till X,X miljoner euro , en minskning från en vinst på X,X miljoner euro under första halvåret X .|0
Aktia prognostiserar Finlands inflation till X,X % X .|1
s affärssektorer är husbyggande, infrastrukturbyggande och tekniska byggtjänster.|1
Alla andra anklagelser ogillades.|1
QPR ProcessGuide finns som en systemlösning med centraliserad lagring och hantering av processinnehåll samt en fristående desktopversion; QPR ProcessGuide Xpress .|1
Omstruktureringen skapar en effektivare organisation med ökat verksamhetsfokus och stabil lönsamhet och leder till en effektivare produktion, säger Bo Annvik, chef för Specialty Stainless.|2
Vi är hedrade över att få ett erkännande för vårt engagemang för branschen, särskilt i Asien och Stillahavsområdet. &#X;&#X;|2
Det är det jag går och lägger mig och oroar mig för varje kväll, sa han.|0
Utvecklingen under X påverkades av konsolideringstrenden inom telekomsektorn och de övergripande och strukturella förändringarna på kontraktstillverkningsmarknaden inom telekommunikationsteknik och industriell elektronik.|0
Företaget hade hoppats att den nya anläggningen skulle vara i drift i slutet av X.|1
Värdet på beställningarna är cirka X miljoner euro.|1
Det Helsingforsbaserade företaget, som också äger varumärkena Salomon, Atomic och Suunto, sa att nettovinsten ökade med X procent under de tre månaderna fram till den X december till (xXac) X miljoner ($X miljoner USD), från (xXac) X,X miljoner a år tidigare.|2
Företaget gick över till en rörelsevinst på X ,X miljoner euro jämfört med en rörelseförlust på X ,X miljoner euro. Det vände också till en vinst per aktie på X,X EUR mot förlust per aktie på X,X EUR.|2
Vi kan välja det mest effektiva, bästa totala värdet för våra kunder redan i budgivningsstadiet.|2
Bolaget verkar genom fyra huvuddivisioner: Konsumentförpackningar; Kontorspapper ; Specialty Papers, samt Market Pulp och Energy.|1
SSH Communications Security Corporation har sitt huvudkontor i Helsingfors, Finland.|1
Den finska lyftutrustningstillverkaren Kone Oyj sa den X oktober X att de vann en order värd X miljoner euro X,X miljoner dollar för att leverera totalt X specialdesignade hissar till den norska varvsbyggaren Aker Yards ASA.|2
Världens största kolmarknad för att bli starkare i EU Green Shift|2
Det totala värdet av leveranserna är cirka X miljoner euro.|1
I detta skede kommer maximalt X X Tulikivi A-aktier att förvärvas, vilket motsvarar cirka X,X procent av bolagets utestående aktier.|1
Företaget sa att det kommer att leverera WCDMA XG-HSPA-radionätverket, inklusive den modulära, högkapacitetsbasstationen Nokia Flexi WCDMA i östra Java, Bali, Sumatra och Batam.|2
Rapporten profilerar X företag inklusive många nyckel- och nischaktörer över hela världen som Black &amp; Decker Corporation, Fiskars Corporation, Fiskars Brands, Inc., Husqvarna Outdoor Products Inc., K+S Group, Ryobi Technologies, Inc., The Scotts Miracle-Gro Company och Van Group, Inc..|1
Via anläggningen kommer det belgiska företaget att mata in X,X MW el till distributionsnätet och kommer att kunna leverera upp till X MW värme.|1
LSC:s X anställda kommer att flytta till Ixonos med sin befintliga status och förmåner.|1
Affärsdelen inkluderar även Ahlstroms hållbarhetsrapport.|1
Orderingången ökade med X % på årsbasis respektive X % på årsbasis till X miljoner euro och X,X miljarder euro för respektive period januari-september och juli-september X.|2
Branschprofilen Motorer i Asien-Stillahavsområdet är en viktig resurs för data och analys på toppnivå som täcker motorindustrin.|1
Enligt finska bensinstationskedjan StX:s verkställande direktör Kim Wiio tvingades företaget göra inköp med stigande priser under första halvåret X, och nu sjunker konsumentpriserna nästan dagligen på grund av konkurrensen.|0
Tankarna kommer att levereras till ett företag som för närvarande bygger en kemikalietankfarm i Antwerpen, norra Belgien.|1
Microsoft tog också upp sin uppvaktning och gick med på att använda karttjänsten Navteq, som erbjuds av ett företag som Nokia köpte för X,X miljarder dollar för några år sedan.|2
